STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,s_adj,Seasonal adjustment,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,FR,France,2024-06,,6.1,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,FR,France,2025-05,,5.7,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,HR,Croatia,2024-06,,4.2,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,HR,Croatia,2025-05,,3.7,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,HU,Hungary,2024-06,,3.7,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,HU,Hungary,2025-05,,3.7,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,IE,Ireland,2024-06,,3.6,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,IE,Ireland,2025-05,,3.1,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,IS,Iceland,2024-06,,2.3,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,IS,Iceland,2025-05,,2.7,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,IT,Italy,2024-06,,5.9,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,LT,Lithuania,2024-06,,6.2,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,LT,Lithuania,2025-05,,6.1,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,LU,Luxembourg,2024-06,,5.0,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,LU,Luxembourg,2025-05,,5.4,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,LV,Latvia,2024-06,,6.2,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,LV,Latvia,2025-05,,6.5,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,MT,Malta,2024-06,,2.5,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,MT,Malta,2025-05,,2.4,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,NL,Netherlands,2024-06,,2.5,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,NL,Netherlands,2025-05,,2.7,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,NO,Norway,2024-06,,2.7,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,NO,Norway,2025-05,,3.0,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,PL,Poland,2024-06,,2.4,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,PL,Poland,2025-05,,2.6,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,PT,Portugal,2024-06,,5.2,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,PT,Portugal,2025-05,,5.3,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,RO,Romania,2024-06,,4.1,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,RO,Romania,2025-05,,4.6,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,SE,Sweden,2024-06,,6.1,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,SE,Sweden,2025-05,,6.9,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,SI,Slovenia,2024-06,,3.2,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,SI,Slovenia,2025-05,,3.4,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,SK,Slovakia,2024-06,,4.6,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,SK,Slovakia,2025-05,,4.8,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,TR,Türkiye,2024-06,,7.3,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,US,United States,2024-06,,3.3,,,,,
dataflow,ESTAT:TEILM022(1.0),Unemployment rate by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,PC_ACT,Percentage of population in the labour force,US,United States,2025-05,,3.4,,,,,
